WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,"ID",CENTROID_LATITUDE,CENTROID_LONGITUDE
30-November-2024,North America,United States,Washington,Protests,Peaceful protest,1,0,9883,Demonstrations,3530,47.2728,-119.7245
07-December-2024,North America,United States,Washington,Protests,Peaceful protest,2,0,11853,Demonstrations,3530,47.2728,-119.7245
14-December-2024,North America,United States,Washington,Protests,Peaceful protest,2,0,9883,Demonstrations,3530,47.2728,-119.7245
21-December-2024,North America,United States,Washington,Protests,Peaceful protest,2,0,12277,Demonstrations,3530,47.2728,-119.7245
04-January-2025,North America,United States,Washington,Protests,Peaceful protest,1,0,3130,Demonstrations,3530,47.2728,-119.7245
11-January-2025,North America,United States,Washington,Protests,Peaceful protest,1,0,10126,Demonstrations,3530,47.2728,-119.7245
18-January-2025,North America,United States,Washington,Protests,Peaceful protest,9,0,22455,Demonstrations,3530,47.2728,-119.7245
25-January-2025,North America,United States,Washington,Protests,Peaceful protest,3,0,14239,Demonstrations,3530,47.2728,-119.7245
01-February-2025,North America,United States,Washington,Protests,Peaceful protest,8,0,20176,Demonstrations,3530,47.2728,-119.7245
08-February-2025,North America,United States,Washington,Protests,Peaceful protest,3,0,14239,Demonstrations,3530,47.2728,-119.7245
15-February-2025,North America,United States,Washington,Protests,Peaceful protest,16,0,23915,Demonstrations,3530,47.2728,-119.7245
22-February-2025,North America,United States,Washington,Protests,Peaceful protest,5,0,16171,Demonstrations,3530,47.2728,-119.7245
01-March-2025,North America,United States,Washington,Protests,Peaceful protest,15,0,33478,Demonstrations,3530,47.2728,-119.7245
08-March-2025,North America,United States,Washington,Protests,Peaceful protest,8,0,16105,Demonstrations,3530,47.2728,-119.7245
15-March-2025,North America,United States,Washington,Protests,Peaceful protest,14,0,40968,Demonstrations,3530,47.2728,-119.7245
22-March-2025,North America,United States,Washington,Protests,Peaceful protest,8,0,17884,Demonstrations,3530,47.2728,-119.7245
29-March-2025,North America,United States,Washington,Protests,Peaceful protest,8,0,37661,Demonstrations,3530,47.2728,-119.7245
05-April-2025,North America,United States,Washington,Protests,Peaceful protest,55,0,97761,Demonstrations,3530,47.2728,-119.7245
12-April-2025,North America,United States,Washington,Protests,Peaceful protest,9,0,17101,Demonstrations,3530,47.2728,-119.7245
19-April-2025,North America,United States,Washington,Protests,Peaceful protest,16,0,38238,Demonstrations,3530,47.2728,-119.7245
26-April-2025,North America,United States,Washington,Protests,Peaceful protest,13,0,32608,Demonstrations,3530,47.2728,-119.7245
03-May-2025,North America,United States,Washington,Protests,Peaceful protest,8,0,18741,Demonstrations,3530,47.2728,-119.7245
10-May-2025,North America,United States,Washington,Protests,Peaceful protest,3,0,13143,Demonstrations,3530,47.2728,-119.7245
17-May-2025,North America,United States,Washington,Protests,Peaceful protest,3,0,14850,Demonstrations,3530,47.2728,-119.7245
24-May-2025,North America,United States,Washington,Protests,Peaceful protest,1,0,3706,Demonstrations,3530,47.2728,-119.7245
31-May-2025,North America,United States,Washington,Protests,Peaceful protest,10,0,22406,Demonstrations,3530,47.2728,-119.7245
07-June-2025,North America,United States,Washington,Protests,Peaceful protest,3,0,14220,Demonstrations,3530,47.2728,-119.7245
14-June-2025,North America,United States,Washington,Protests,Peaceful protest,68,0,147115,Demonstrations,3530,47.2728,-119.7245
21-June-2025,North America,United States,Washington,Protests,Peaceful protest,4,0,23834,Demonstrations,3530,47.2728,-119.7245
28-June-2025,North America,United States,Washington,Protests,Peaceful protest,6,0,20010,Demonstrations,3530,47.2728,-119.7245
05-July-2025,North America,United States,Washington,Protests,Peaceful protest,2,0,3599,Demonstrations,3530,47.2728,-119.7245
12-July-2025,North America,United States,Washington,Protests,Peaceful protest,11,0,26185,Demonstrations,3530,47.2728,-119.7245
19-July-2025,North America,United States,Washington,Protests,Peaceful protest,5,0,14537,Demonstrations,3530,47.2728,-119.7245
26-July-2025,North America,United States,Washington,Protests,Peaceful protest,2,0,2442,Demonstrations,3530,47.2728,-119.7245
02-August-2025,North America,United States,Washington,Protests,Peaceful protest,2,0,3267,Demonstrations,3530,47.2728,-119.7245
09-August-2025,North America,United States,Washington,Protests,Peaceful protest,7,0,14301,Demonstrations,3530,47.2728,-119.7245
16-August-2025,North America,United States,Washington,Protests,Peaceful protest,6,0,25916,Demonstrations,3530,47.2728,-119.7245
23-August-2025,North America,United States,Washington,Protests,Peaceful protest,6,0,9983,Demonstrations,3530,47.2728,-119.7245
30-August-2025,North America,United States,Washington,Protests,Peaceful protest,9,0,26981,Demonstrations,3530,47.2728,-119.7245
06-September-2025,North America,United States,Washington,Protests,Peaceful protest,2,0,12019,Demonstrations,3530,47.2728,-119.7245
13-September-2025,North America,United States,Washington,Protests,Peaceful protest,4,0,15588,Demonstrations,3530,47.2728,-119.7245
20-September-2025,North America,United States,Washington,Protests,Peaceful protest,5,0,11923,Demonstrations,3530,47.2728,-119.7245
27-September-2025,North America,United States,Washington,Protests,Peaceful protest,2,0,10126,Demonstrations,3530,47.2728,-119.7245
04-October-2025,North America,United States,Washington,Protests,Peaceful protest,4,0,10126,Demonstrations,3530,47.2728,-119.7245
11-October-2025,North America,United States,Washington,Protests,Peaceful protest,4,0,20342,Demonstrations,3530,47.2728,-119.7245
18-October-2025,North America,United States,Washington,Protests,Peaceful protest,46,0,106998,Demonstrations,3530,47.2728,-119.7245
25-October-2025,North America,United States,Washington,Protests,Peaceful protest,1,0,10126,Demonstrations,3530,47.2728,-119.7245
01-November-2025,North America,United States,Washington,Protests,Peaceful protest,1,0,10126,Demonstrations,3530,47.2728,-119.7245
08-November-2025,North America,United States,Washington,Protests,Peaceful protest,5,0,18002,Demonstrations,3530,47.2728,-119.7245
15-November-2025,North America,United States,Washington,Protests,Peaceful protest,5,0,7876,Demonstrations,3530,47.2728,-119.7245
22-November-2025,North America,United States,Washington,Protests,Peaceful protest,3,0,10126,Demonstrations,3530,47.2728,-119.7245
29-November-2025,North America,United States,Washington,Protests,Peaceful protest,6,0,11695,Demonstrations,3530,47.2728,-119.7245
06-December-2025,North America,United States,Washington,Protests,Peaceful protest,2,0,5109,Demonstrations,3530,47.2728,-119.7245
13-December-2025,North America,United States,Washington,Protests,Peaceful protest,2,0,12252,Demonstrations,3530,47.2728,-119.7245
20-December-2025,North America,United States,Washington,Protests,Peaceful protest,1,0,2442,Demonstrations,3530,47.2728,-119.7245
27-December-2025,North America,United States,Washington,Protests,Peaceful protest,1,0,2297,Demonstrations,3530,47.2728,-119.7245
03-January-2026,North America,United States,Washington,Protests,Peaceful protest,13,0,36954,Demonstrations,3530,47.2728,-119.7245
10-January-2026,North America,United States,Washington,Protests,Peaceful protest,17,0,48687,Demonstrations,3530,47.2728,-119.7245
17-January-2026,North America,United States,Washington,Protests,Peaceful protest,16,0,19482,Demonstrations,3530,47.2728,-119.7245
24-January-2026,North America,United States,Washington,Protests,Peaceful protest,26,0,25961,Demonstrations,3530,47.2728,-119.7245
31-January-2026,North America,United States,Washington,Protests,Peaceful protest,14,0,10375,Demonstrations,3530,47.2728,-119.7245
07-February-2026,North America,United States,Washington,Protests,Peaceful protest,9,0,,Demonstrations,3530,47.2728,-119.7245
14-February-2026,North America,United States,Washington,Protests,Peaceful protest,6,0,,Demonstrations,3530,47.2728,-119.7245
21-February-2026,North America,United States,Washington,Protests,Peaceful protest,5,0,,Demonstrations,3530,47.2728,-119.7245
28-February-2026,North America,United States,Washington,Protests,Peaceful protest,6,0,,Demonstrations,3530,47.2728,-119.7245
04-January-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,9053,Demonstrations,3530,47.2728,-119.7245
01-February-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,9053,Demonstrations,3530,47.2728,-119.7245
08-February-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,694,Demonstrations,3530,47.2728,-119.7245
15-February-2020,North America,United States,Washington,Protests,Protest with intervention,2,0,9053,Demonstrations,3530,47.2728,-119.7245
07-March-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,394,Demonstrations,3530,47.2728,-119.7245
30-May-2020,North America,United States,Washington,Protests,Protest with intervention,2,0,3036,Demonstrations,3530,47.2728,-119.7245
27-June-2020,North America,United States,Washington,Protests,Protest with intervention,2,0,30801,Demonstrations,3530,47.2728,-119.7245
22-August-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,9053,Demonstrations,3530,47.2728,-119.7245
29-August-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,9053,Demonstrations,3530,47.2728,-119.7245
05-September-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,2103,Demonstrations,3530,47.2728,-119.7245
17-October-2020,North America,United States,Washington,Protests,Protest with intervention,2,0,11657,Demonstrations,3530,47.2728,-119.7245
24-October-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,9053,Demonstrations,3530,47.2728,-119.7245
14-November-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,9053,Demonstrations,3530,47.2728,-119.7245
21-November-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,9053,Demonstrations,3530,47.2728,-119.7245
19-December-2020,North America,United States,Washington,Protests,Protest with intervention,1,0,9053,Demonstrations,3530,47.2728,-119.7245
09-January-2021,North America,United States,Washington,Protests,Protest with intervention,1,0,396,Demonstrations,3530,47.2728,-119.7245
16-January-2021,North America,United States,Washington,Protests,Protest with intervention,1,0,9226,Demonstrations,3530,47.2728,-119.7245
23-January-2021,North America,United States,Washington,Protests,Protest with intervention,2,0,5162,Demonstrations,3530,47.2728,-119.7245
17-April-2021,North America,United States,Washington,Protests,Protest with intervention,1,0,9226,Demonstrations,3530,47.2728,-119.7245
29-May-2021,North America,United States,Washington,Protests,Protest with intervention,1,0,9226,Demonstrations,3530,47.2728,-119.7245
12-June-2021,North America,United States,Washington,Protests,Protest with intervention,1,0,9226,Demonstrations,3530,47.2728,-119.7245
09-October-2021,North America,United States,Washington,Protests,Protest with intervention,1,0,2267,Demonstrations,3530,47.2728,-119.7245
02-July-2022,North America,United States,Washington,Protests,Protest with intervention,1,0,3230,Demonstrations,3530,47.2728,-119.7245
14-January-2023,North America,United States,Washington,Protests,Protest with intervention,1,0,9640,Demonstrations,3530,47.2728,-119.7245
07-October-2023,North America,United States,Washington,Protests,Protest with intervention,1,0,9640,Demonstrations,3530,47.2728,-119.7245
14-October-2023,North America,United States,Washington,Protests,Protest with intervention,1,0,9640,Demonstrations,3530,47.2728,-119.7245
20-January-2024,North America,United States,Washington,Protests,Protest with intervention,1,0,5404,Demonstrations,3530,47.2728,-119.7245
24-February-2024,North America,United States,Washington,Protests,Protest with intervention,1,0,9883,Demonstrations,3530,47.2728,-119.7245
13-April-2024,North America,United States,Washington,Protests,Protest with intervention,1,0,714,Demonstrations,3530,47.2728,-119.7245
13-July-2024,North America,United States,Washington,Protests,Protest with intervention,1,0,9883,Demonstrations,3530,47.2728,-119.7245
02-November-2024,North America,United States,Washington,Protests,Protest with intervention,1,0,9883,Demonstrations,3530,47.2728,-119.7245
09-November-2024,North America,United States,Washington,Protests,Protest with intervention,1,0,9883,Demonstrations,3530,47.2728,-119.7245
08-February-2025,North America,United States,Washington,Protests,Protest with intervention,1,0,10126,Demonstrations,3530,47.2728,-119.7245
17-May-2025,North America,United States,Washington,Protests,Protest with intervention,1,0,10126,Demonstrations,3530,47.2728,-119.7245
07-June-2025,North America,United States,Washington,Protests,Protest with intervention,1,0,2442,Demonstrations,3530,47.2728,-119.7245
02-August-2025,North America,United States,Washington,Protests,Protest with intervention,1,0,5476,Demonstrations,3530,47.2728,-119.7245
16-August-2025,North America,United States,Washington,Protests,Protest with intervention,1,0,7876,Demonstrations,3530,47.2728,-119.7245
23-August-2025,North America,United States,Washington,Protests,Protest with intervention,1,0,7876,Demonstrations,3530,47.2728,-119.7245
07-February-2026,North America,United States,Washington,Protests,Protest with intervention,1,0,,Demonstrations,3530,47.2728,-119.7245
13-June-2020,North America,United States,Washington,Riots,Mob violence,1,0,48210,Political violence,3530,47.2728,-119.7245
20-June-2020,North America,United States,Washington,Riots,Mob violence,1,0,48210,Political violence,3530,47.2728,-119.7245
08-August-2020,North America,United States,Washington,Riots,Mob violence,1,0,43254,Political violence,3530,47.2728,-119.7245
06-November-2021,North America,United States,Washington,Riots,Mob violence,1,0,11619,Political violence,3530,47.2728,-119.7245
14-January-2023,North America,United States,Washington,Riots,Mob violence,1,0,10115,Political violence,3530,47.2728,-119.7245
02-March-2024,North America,United States,Washington,Riots,Mob violence,1,0,10541,Political violence,3530,47.2728,-119.7245
02-November-2024,North America,United States,Washington,Riots,Mob violence,1,0,9250,Political violence,3530,47.2728,-119.7245
21-December-2024,North America,United States,Washington,Riots,Mob violence,1,0,10189,Political violence,3530,47.2728,-119.7245
22-March-2025,North America,United States,Washington,Riots,Mob violence,1,0,60254,Political violence,3530,47.2728,-119.7245
13-September-2025,North America,United States,Washington,Riots,Mob violence,1,0,13087,Political violence,3530,47.2728,-119.7245
22-February-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,49816,Demonstrations,3530,47.2728,-119.7245
04-April-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,5870,Demonstrations,3530,47.2728,-119.7245
23-May-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,49816,Demonstrations,3530,47.2728,-119.7245
30-May-2020,North America,United States,Washington,Riots,Violent demonstration,12,0,123281,Demonstrations,3530,47.2728,-119.7245
06-June-2020,North America,United States,Washington,Riots,Violent demonstration,2,0,43254,Demonstrations,3530,47.2728,-119.7245
13-June-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,6530,Demonstrations,3530,47.2728,-119.7245
27-June-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
04-July-2020,North America,United States,Washington,Riots,Violent demonstration,3,0,49784,Demonstrations,3530,47.2728,-119.7245
18-July-2020,North America,United States,Washington,Riots,Violent demonstration,2,0,43254,Demonstrations,3530,47.2728,-119.7245
25-July-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
08-August-2020,North America,United States,Washington,Riots,Violent demonstration,2,0,43254,Demonstrations,3530,47.2728,-119.7245
15-August-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
22-August-2020,North America,United States,Washington,Riots,Violent demonstration,2,0,43254,Demonstrations,3530,47.2728,-119.7245
29-August-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
05-September-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
12-September-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
19-September-2020,North America,United States,Washington,Riots,Violent demonstration,2,0,43254,Demonstrations,3530,47.2728,-119.7245
26-September-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
03-October-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
24-October-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,8091,Demonstrations,3530,47.2728,-119.7245
31-October-2020,North America,United States,Washington,Riots,Violent demonstration,3,0,43254,Demonstrations,3530,47.2728,-119.7245
21-November-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
28-November-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
05-December-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,6530,Demonstrations,3530,47.2728,-119.7245
12-December-2020,North America,United States,Washington,Riots,Violent demonstration,4,0,49784,Demonstrations,3530,47.2728,-119.7245
26-December-2020,North America,United States,Washington,Riots,Violent demonstration,1,0,43254,Demonstrations,3530,47.2728,-119.7245
02-January-2021,North America,United States,Washington,Riots,Violent demonstration,1,0,6558,Demonstrations,3530,47.2728,-119.7245
09-January-2021,North America,United States,Washington,Riots,Violent demonstration,1,0,44599,Demonstrations,3530,47.2728,-119.7245
16-January-2021,North America,United States,Washington,Riots,Violent demonstration,1,0,44599,Demonstrations,3530,47.2728,-119.7245
23-January-2021,North America,United States,Washington,Riots,Violent demonstration,2,0,26775,Demonstrations,3530,47.2728,-119.7245
30-January-2021,North America,United States,Washington,Riots,Violent demonstration,1,0,6558,Demonstrations,3530,47.2728,-119.7245
13-February-2021,North America,United States,Washington,Riots,Violent demonstration,1,0,44599,Demonstrations,3530,47.2728,-119.7245
13-March-2021,North America,United States,Washington,Riots,Violent demonstration,2,0,54593,Demonstrations,3530,47.2728,-119.7245
10-April-2021,North America,United States,Washington,Riots,Violent demonstration,2,0,44599,Demonstrations,3530,47.2728,-119.7245
01-May-2021,North America,United States,Washington,Riots,Violent demonstration,2,0,44599,Demonstrations,3530,47.2728,-119.7245
04-September-2021,North America,United States,Washington,Riots,Violent demonstration,1,0,6558,Demonstrations,3530,47.2728,-119.7245
22-October-2022,North America,United States,Washington,Riots,Violent demonstration,1,0,16860,Demonstrations,3530,47.2728,-119.7245
07-October-2023,North America,United States,Washington,Riots,Violent demonstration,1,0,11748,Demonstrations,3530,47.2728,-119.7245
03-February-2024,North America,United States,Washington,Riots,Violent demonstration,2,0,13716,Demonstrations,3530,47.2728,-119.7245
04-May-2024,North America,United States,Washington,Riots,Violent demonstration,1,0,57836,Demonstrations,3530,47.2728,-119.7245
03-May-2025,North America,United States,Washington,Riots,Violent demonstration,1,0,60254,Demonstrations,3530,47.2728,-119.7245
24-May-2025,North America,United States,Washington,Riots,Violent demonstration,2,0,60254,Demonstrations,3530,47.2728,-119.7245
07-June-2025,North America,United States,Washington,Riots,Violent demonstration,1,0,60254,Demonstrations,3530,47.2728,-119.7245
14-June-2025,North America,United States,Washington,Riots,Violent demonstration,1,0,4643,Demonstrations,3530,47.2728,-119.7245
07-February-2026,North America,United States,Washington,Riots,Violent demonstration,1,0,,Demonstrations,3530,47.2728,-119.7245
22-February-2020,North America,United States,Washington,Strategic developments,Arrests,1,0,,Strategic developments,3530,47.2728,-119.7245
29-August-2020,North America,United States,Washington,Strategic developments,Arrests,1,0,,Strategic developments,3530,47.2728,-119.7245
28-November-2020,North America,United States,Washington,Strategic developments,Arrests,1,0,,Strategic developments,3530,47.2728,-119.7245
22-May-2021,North America,United States,Washington,Strategic developments,Arrests,1,0,,Strategic developments,3530,47.2728,-119.7245
11-December-2021,North America,United States,Washington,Strategic developments,Arrests,1,0,,Strategic developments,3530,47.2728,-119.7245
01-January-2022,North America,United States,Washington,Strategic developments,Arrests,1,0,,Strategic developments,3530,47.2728,-119.7245
09-July-2022,North America,United States,Washington,Strategic developments,Arrests,1,0,,Strategic developments,3530,47.2728,-119.7245
06-September-2025,North America,United States,Washington,Strategic developments,Arrests,1,0,,Strategic developments,3530,47.2728,-119.7245
21-March-2020,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
28-March-2020,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
30-May-2020,North America,United States,Washington,Strategic developments,Change to group/activity,3,0,,Strategic developments,3530,47.2728,-119.7245
27-June-2020,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
04-July-2020,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
18-July-2020,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
05-September-2020,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
03-October-2020,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
09-January-2021,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
16-January-2021,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
23-January-2021,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
30-January-2021,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
13-February-2021,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
27-February-2021,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
22-May-2021,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
14-January-2023,North America,United States,Washington,Strategic developments,Change to group/activity,1,0,,Strategic developments,3530,47.2728,-119.7245
18-June-2022,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
25-June-2022,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
06-August-2022,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
24-September-2022,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
03-December-2022,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
11-March-2023,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
09-September-2023,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
21-October-2023,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
23-March-2024,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
18-May-2024,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
19-October-2024,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
26-October-2024,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
09-November-2024,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
21-December-2024,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
08-March-2025,North America,United States,Washington,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3530,47.2728,-119.7245
04-January-2020,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
25-April-2020,North America,United States,Washington,Strategic developments,Other,1,1,,Strategic developments,3530,47.2728,-119.7245
30-May-2020,North America,United States,Washington,Strategic developments,Other,10,0,,Strategic developments,3530,47.2728,-119.7245
06-June-2020,North America,United States,Washington,Strategic developments,Other,4,0,,Strategic developments,3530,47.2728,-119.7245
20-June-2020,North America,United States,Washington,Strategic developments,Other,3,1,,Strategic developments,3530,47.2728,-119.7245
27-June-2020,North America,United States,Washington,Strategic developments,Other,1,1,,Strategic developments,3530,47.2728,-119.7245
01-August-2020,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
29-August-2020,North America,United States,Washington,Strategic developments,Other,1,1,,Strategic developments,3530,47.2728,-119.7245
19-September-2020,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
17-October-2020,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
24-October-2020,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
05-December-2020,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
12-December-2020,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
09-January-2021,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
23-January-2021,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
20-February-2021,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
27-March-2021,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
17-April-2021,North America,United States,Washington,Strategic developments,Other,2,0,,Strategic developments,3530,47.2728,-119.7245
08-May-2021,North America,United States,Washington,Strategic developments,Other,2,0,,Strategic developments,3530,47.2728,-119.7245
24-July-2021,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
07-August-2021,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
14-August-2021,North America,United States,Washington,Strategic developments,Other,2,0,,Strategic developments,3530,47.2728,-119.7245
21-August-2021,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
28-August-2021,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
23-October-2021,North America,United States,Washington,Strategic developments,Other,2,0,,Strategic developments,3530,47.2728,-119.7245
06-November-2021,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
12-February-2022,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
02-April-2022,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
28-May-2022,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
23-July-2022,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
27-August-2022,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
10-September-2022,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
15-October-2022,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
05-November-2022,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
26-November-2022,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
28-January-2023,North America,United States,Washington,Strategic developments,Other,2,0,,Strategic developments,3530,47.2728,-119.7245
11-March-2023,North America,United States,Washington,Strategic developments,Other,2,0,,Strategic developments,3530,47.2728,-119.7245
29-April-2023,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
20-May-2023,North America,United States,Washington,Strategic developments,Other,3,0,,Strategic developments,3530,47.2728,-119.7245
27-May-2023,North America,United States,Washington,Strategic developments,Other,2,0,,Strategic developments,3530,47.2728,-119.7245
17-June-2023,North America,United States,Washington,Strategic developments,Other,2,0,,Strategic developments,3530,47.2728,-119.7245
24-June-2023,North America,United States,Washington,Strategic developments,Other,3,0,,Strategic developments,3530,47.2728,-119.7245
01-July-2023,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
05-August-2023,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
12-August-2023,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
04-November-2023,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
11-November-2023,North America,United States,Washington,Strategic developments,Other,3,0,,Strategic developments,3530,47.2728,-119.7245
30-December-2023,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
20-January-2024,North America,United States,Washington,Strategic developments,Other,1,0,,Strategic developments,3530,47.2728,-119.7245
