WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,"ID",CENTROID_LATITUDE,CENTROID_LONGITUDE
09-April-2022,North America,Bermuda,Devonshire,Protests,Peaceful protest,1,0,1882,Demonstrations,3888,32.3033,-64.7595
01-May-2021,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2260,Demonstrations,3891,32.2991,-64.7896
26-June-2021,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2260,Demonstrations,3891,32.2991,-64.7896
28-August-2021,North America,Bermuda,Pembroke,Protests,Peaceful protest,2,0,2260,Demonstrations,3891,32.2991,-64.7896
06-November-2021,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2260,Demonstrations,3891,32.2991,-64.7896
05-February-2022,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2269,Demonstrations,3891,32.2991,-64.7896
19-February-2022,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2269,Demonstrations,3891,32.2991,-64.7896
09-April-2022,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2269,Demonstrations,3891,32.2991,-64.7896
23-April-2022,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2269,Demonstrations,3891,32.2991,-64.7896
28-May-2022,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2269,Demonstrations,3891,32.2991,-64.7896
24-September-2022,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2269,Demonstrations,3891,32.2991,-64.7896
11-February-2023,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2268,Demonstrations,3891,32.2991,-64.7896
18-March-2023,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2268,Demonstrations,3891,32.2991,-64.7896
22-April-2023,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2268,Demonstrations,3891,32.2991,-64.7896
02-September-2023,North America,Bermuda,Pembroke,Protests,Peaceful protest,2,0,2268,Demonstrations,3891,32.2991,-64.7896
07-October-2023,North America,Bermuda,Pembroke,Protests,Peaceful protest,2,0,2268,Demonstrations,3891,32.2991,-64.7896
04-November-2023,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2268,Demonstrations,3891,32.2991,-64.7896
11-November-2023,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2268,Demonstrations,3891,32.2991,-64.7896
08-June-2024,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,2266,Demonstrations,3891,32.2991,-64.7896
08-November-2025,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,,Demonstrations,3891,32.2991,-64.7896
17-January-2026,North America,Bermuda,Pembroke,Protests,Peaceful protest,1,0,,Demonstrations,3891,32.2991,-64.7896
18-December-2021,North America,Bermuda,Pembroke,Strategic developments,Change to group/activity,1,0,,Strategic developments,3891,32.2991,-64.7896
26-November-2022,North America,Bermuda,Saint George,Protests,Peaceful protest,1,0,640,Demonstrations,4124,32.3675,-64.6767
16-September-2023,North America,Bermuda,Saint George,Protests,Peaceful protest,1,0,640,Demonstrations,4124,32.3675,-64.6767
19-June-2021,North America,Bermuda,Sandys,Protests,Peaceful protest,1,0,2765,Demonstrations,3892,32.2905,-64.8722
23-September-2023,North America,Bermuda,Warwick,Protests,Peaceful protest,1,0,2986,Demonstrations,3896,32.2679,-64.8053
06-September-2025,North America,Bermuda,Warwick,Protests,Peaceful protest,1,0,2980,Demonstrations,3896,32.2679,-64.8053
02-January-2021,North America,Canada,Alberta,Protests,Peaceful protest,3,0,6703,Demonstrations,485,54.498,-115.0035
09-January-2021,North America,Canada,Alberta,Protests,Peaceful protest,3,0,6370,Demonstrations,485,54.498,-115.0035
23-January-2021,North America,Canada,Alberta,Protests,Peaceful protest,8,0,8584,Demonstrations,485,54.498,-115.0035
30-January-2021,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4736,Demonstrations,485,54.498,-115.0035
06-February-2021,North America,Canada,Alberta,Protests,Peaceful protest,6,0,7567,Demonstrations,485,54.498,-115.0035
13-February-2021,North America,Canada,Alberta,Protests,Peaceful protest,4,0,8375,Demonstrations,485,54.498,-115.0035
20-February-2021,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4194,Demonstrations,485,54.498,-115.0035
27-February-2021,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2115,Demonstrations,485,54.498,-115.0035
06-March-2021,North America,Canada,Alberta,Protests,Peaceful protest,5,0,6703,Demonstrations,485,54.498,-115.0035
13-March-2021,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2115,Demonstrations,485,54.498,-115.0035
20-March-2021,North America,Canada,Alberta,Protests,Peaceful protest,4,0,6451,Demonstrations,485,54.498,-115.0035
27-March-2021,North America,Canada,Alberta,Protests,Peaceful protest,7,0,5612,Demonstrations,485,54.498,-115.0035
03-April-2021,North America,Canada,Alberta,Protests,Peaceful protest,5,0,6286,Demonstrations,485,54.498,-115.0035
10-April-2021,North America,Canada,Alberta,Protests,Peaceful protest,5,0,8965,Demonstrations,485,54.498,-115.0035
17-April-2021,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2115,Demonstrations,485,54.498,-115.0035
24-April-2021,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4802,Demonstrations,485,54.498,-115.0035
01-May-2021,North America,Canada,Alberta,Protests,Peaceful protest,6,0,4737,Demonstrations,485,54.498,-115.0035
08-May-2021,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2115,Demonstrations,485,54.498,-115.0035
15-May-2021,North America,Canada,Alberta,Protests,Peaceful protest,7,0,6703,Demonstrations,485,54.498,-115.0035
22-May-2021,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4736,Demonstrations,485,54.498,-115.0035
29-May-2021,North America,Canada,Alberta,Protests,Peaceful protest,6,0,6747,Demonstrations,485,54.498,-115.0035
05-June-2021,North America,Canada,Alberta,Protests,Peaceful protest,9,0,7982,Demonstrations,485,54.498,-115.0035
12-June-2021,North America,Canada,Alberta,Protests,Peaceful protest,6,0,2524,Demonstrations,485,54.498,-115.0035
19-June-2021,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4736,Demonstrations,485,54.498,-115.0035
26-June-2021,North America,Canada,Alberta,Protests,Peaceful protest,5,0,6370,Demonstrations,485,54.498,-115.0035
10-July-2021,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4736,Demonstrations,485,54.498,-115.0035
24-July-2021,North America,Canada,Alberta,Protests,Peaceful protest,7,0,9294,Demonstrations,485,54.498,-115.0035
31-July-2021,North America,Canada,Alberta,Protests,Peaceful protest,12,0,6274,Demonstrations,485,54.498,-115.0035
07-August-2021,North America,Canada,Alberta,Protests,Peaceful protest,8,0,6703,Demonstrations,485,54.498,-115.0035
14-August-2021,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4736,Demonstrations,485,54.498,-115.0035
21-August-2021,North America,Canada,Alberta,Protests,Peaceful protest,1,0,1634,Demonstrations,485,54.498,-115.0035
28-August-2021,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4736,Demonstrations,485,54.498,-115.0035
04-September-2021,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2115,Demonstrations,485,54.498,-115.0035
11-September-2021,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4736,Demonstrations,485,54.498,-115.0035
18-September-2021,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4736,Demonstrations,485,54.498,-115.0035
25-September-2021,North America,Canada,Alberta,Protests,Peaceful protest,3,0,2117,Demonstrations,485,54.498,-115.0035
02-October-2021,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4255,Demonstrations,485,54.498,-115.0035
09-October-2021,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4736,Demonstrations,485,54.498,-115.0035
16-October-2021,North America,Canada,Alberta,Protests,Peaceful protest,3,0,5562,Demonstrations,485,54.498,-115.0035
23-October-2021,North America,Canada,Alberta,Protests,Peaceful protest,6,0,2115,Demonstrations,485,54.498,-115.0035
30-October-2021,North America,Canada,Alberta,Protests,Peaceful protest,3,0,6274,Demonstrations,485,54.498,-115.0035
13-November-2021,North America,Canada,Alberta,Protests,Peaceful protest,5,0,6370,Demonstrations,485,54.498,-115.0035
20-November-2021,North America,Canada,Alberta,Protests,Peaceful protest,8,0,9590,Demonstrations,485,54.498,-115.0035
27-November-2021,North America,Canada,Alberta,Protests,Peaceful protest,2,0,3715,Demonstrations,485,54.498,-115.0035
04-December-2021,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2115,Demonstrations,485,54.498,-115.0035
11-December-2021,North America,Canada,Alberta,Protests,Peaceful protest,3,0,6969,Demonstrations,485,54.498,-115.0035
18-December-2021,North America,Canada,Alberta,Protests,Peaceful protest,4,0,3739,Demonstrations,485,54.498,-115.0035
01-January-2022,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4769,Demonstrations,485,54.498,-115.0035
08-January-2022,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4769,Demonstrations,485,54.498,-115.0035
22-January-2022,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4325,Demonstrations,485,54.498,-115.0035
29-January-2022,North America,Canada,Alberta,Protests,Peaceful protest,15,0,10650,Demonstrations,485,54.498,-115.0035
05-February-2022,North America,Canada,Alberta,Protests,Peaceful protest,10,0,5577,Demonstrations,485,54.498,-115.0035
12-February-2022,North America,Canada,Alberta,Protests,Peaceful protest,9,0,6640,Demonstrations,485,54.498,-115.0035
19-February-2022,North America,Canada,Alberta,Protests,Peaceful protest,6,0,4769,Demonstrations,485,54.498,-115.0035
26-February-2022,North America,Canada,Alberta,Protests,Peaceful protest,8,0,9760,Demonstrations,485,54.498,-115.0035
05-March-2022,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4769,Demonstrations,485,54.498,-115.0035
12-March-2022,North America,Canada,Alberta,Protests,Peaceful protest,3,0,5602,Demonstrations,485,54.498,-115.0035
19-March-2022,North America,Canada,Alberta,Protests,Peaceful protest,3,0,2130,Demonstrations,485,54.498,-115.0035
26-March-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2130,Demonstrations,485,54.498,-115.0035
02-April-2022,North America,Canada,Alberta,Protests,Peaceful protest,12,0,16391,Demonstrations,485,54.498,-115.0035
09-April-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4769,Demonstrations,485,54.498,-115.0035
16-April-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2639,Demonstrations,485,54.498,-115.0035
30-April-2022,North America,Canada,Alberta,Protests,Peaceful protest,6,0,6414,Demonstrations,485,54.498,-115.0035
07-May-2022,North America,Canada,Alberta,Protests,Peaceful protest,7,0,6654,Demonstrations,485,54.498,-115.0035
14-May-2022,North America,Canada,Alberta,Protests,Peaceful protest,6,0,10589,Demonstrations,485,54.498,-115.0035
21-May-2022,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4769,Demonstrations,485,54.498,-115.0035
28-May-2022,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4769,Demonstrations,485,54.498,-115.0035
04-June-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,3232,Demonstrations,485,54.498,-115.0035
11-June-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2639,Demonstrations,485,54.498,-115.0035
18-June-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4769,Demonstrations,485,54.498,-115.0035
25-June-2022,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4769,Demonstrations,485,54.498,-115.0035
02-July-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4769,Demonstrations,485,54.498,-115.0035
09-July-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2639,Demonstrations,485,54.498,-115.0035
16-July-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2639,Demonstrations,485,54.498,-115.0035
23-July-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2639,Demonstrations,485,54.498,-115.0035
30-July-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2130,Demonstrations,485,54.498,-115.0035
06-August-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4769,Demonstrations,485,54.498,-115.0035
13-August-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2639,Demonstrations,485,54.498,-115.0035
20-August-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2130,Demonstrations,485,54.498,-115.0035
27-August-2022,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4769,Demonstrations,485,54.498,-115.0035
03-September-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4769,Demonstrations,485,54.498,-115.0035
10-September-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,3521,Demonstrations,485,54.498,-115.0035
17-September-2022,North America,Canada,Alberta,Protests,Peaceful protest,7,0,4769,Demonstrations,485,54.498,-115.0035
24-September-2022,North America,Canada,Alberta,Protests,Peaceful protest,5,0,7229,Demonstrations,485,54.498,-115.0035
01-October-2022,North America,Canada,Alberta,Protests,Peaceful protest,7,0,6317,Demonstrations,485,54.498,-115.0035
08-October-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2639,Demonstrations,485,54.498,-115.0035
15-October-2022,North America,Canada,Alberta,Protests,Peaceful protest,3,0,8060,Demonstrations,485,54.498,-115.0035
22-October-2022,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4769,Demonstrations,485,54.498,-115.0035
29-October-2022,North America,Canada,Alberta,Protests,Peaceful protest,3,0,6414,Demonstrations,485,54.498,-115.0035
05-November-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4769,Demonstrations,485,54.498,-115.0035
12-November-2022,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4769,Demonstrations,485,54.498,-115.0035
19-November-2022,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4769,Demonstrations,485,54.498,-115.0035
26-November-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2639,Demonstrations,485,54.498,-115.0035
03-December-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2639,Demonstrations,485,54.498,-115.0035
10-December-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2130,Demonstrations,485,54.498,-115.0035
17-December-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2130,Demonstrations,485,54.498,-115.0035
31-December-2022,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2130,Demonstrations,485,54.498,-115.0035
07-January-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4827,Demonstrations,485,54.498,-115.0035
14-January-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2156,Demonstrations,485,54.498,-115.0035
21-January-2023,North America,Canada,Alberta,Protests,Peaceful protest,3,0,6493,Demonstrations,485,54.498,-115.0035
28-January-2023,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4051,Demonstrations,485,54.498,-115.0035
04-February-2023,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2156,Demonstrations,485,54.498,-115.0035
11-February-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4337,Demonstrations,485,54.498,-115.0035
18-February-2023,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4827,Demonstrations,485,54.498,-115.0035
25-February-2023,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4337,Demonstrations,485,54.498,-115.0035
04-March-2023,North America,Canada,Alberta,Protests,Peaceful protest,3,0,2156,Demonstrations,485,54.498,-115.0035
18-March-2023,North America,Canada,Alberta,Protests,Peaceful protest,5,0,6209,Demonstrations,485,54.498,-115.0035
25-March-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2156,Demonstrations,485,54.498,-115.0035
01-April-2023,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4827,Demonstrations,485,54.498,-115.0035
08-April-2023,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2156,Demonstrations,485,54.498,-115.0035
15-April-2023,North America,Canada,Alberta,Protests,Peaceful protest,8,0,10717,Demonstrations,485,54.498,-115.0035
22-April-2023,North America,Canada,Alberta,Protests,Peaceful protest,3,0,6493,Demonstrations,485,54.498,-115.0035
29-April-2023,North America,Canada,Alberta,Protests,Peaceful protest,8,0,8496,Demonstrations,485,54.498,-115.0035
06-May-2023,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4827,Demonstrations,485,54.498,-115.0035
13-May-2023,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2671,Demonstrations,485,54.498,-115.0035
03-June-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4827,Demonstrations,485,54.498,-115.0035
10-June-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,3822,Demonstrations,485,54.498,-115.0035
17-June-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,3822,Demonstrations,485,54.498,-115.0035
24-June-2023,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4827,Demonstrations,485,54.498,-115.0035
01-July-2023,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2671,Demonstrations,485,54.498,-115.0035
08-July-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4827,Demonstrations,485,54.498,-115.0035
22-July-2023,North America,Canada,Alberta,Protests,Peaceful protest,1,0,1472,Demonstrations,485,54.498,-115.0035
05-August-2023,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2156,Demonstrations,485,54.498,-115.0035
19-August-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4827,Demonstrations,485,54.498,-115.0035
26-August-2023,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4827,Demonstrations,485,54.498,-115.0035
09-September-2023,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2671,Demonstrations,485,54.498,-115.0035
16-September-2023,North America,Canada,Alberta,Protests,Peaceful protest,11,0,16126,Demonstrations,485,54.498,-115.0035
23-September-2023,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4337,Demonstrations,485,54.498,-115.0035
30-September-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4827,Demonstrations,485,54.498,-115.0035
07-October-2023,North America,Canada,Alberta,Protests,Peaceful protest,5,0,6493,Demonstrations,485,54.498,-115.0035
14-October-2023,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4827,Demonstrations,485,54.498,-115.0035
21-October-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,3516,Demonstrations,485,54.498,-115.0035
28-October-2023,North America,Canada,Alberta,Protests,Peaceful protest,6,0,4827,Demonstrations,485,54.498,-115.0035
04-November-2023,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4827,Demonstrations,485,54.498,-115.0035
11-November-2023,North America,Canada,Alberta,Protests,Peaceful protest,3,0,6340,Demonstrations,485,54.498,-115.0035
18-November-2023,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4827,Demonstrations,485,54.498,-115.0035
25-November-2023,North America,Canada,Alberta,Protests,Peaceful protest,6,0,4830,Demonstrations,485,54.498,-115.0035
02-December-2023,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2671,Demonstrations,485,54.498,-115.0035
09-December-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4827,Demonstrations,485,54.498,-115.0035
16-December-2023,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2671,Demonstrations,485,54.498,-115.0035
30-December-2023,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4827,Demonstrations,485,54.498,-115.0035
06-January-2024,North America,Canada,Alberta,Protests,Peaceful protest,3,0,7781,Demonstrations,485,54.498,-115.0035
13-January-2024,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2184,Demonstrations,485,54.498,-115.0035
20-January-2024,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2184,Demonstrations,485,54.498,-115.0035
27-January-2024,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4392,Demonstrations,485,54.498,-115.0035
03-February-2024,North America,Canada,Alberta,Protests,Peaceful protest,8,0,9233,Demonstrations,485,54.498,-115.0035
10-February-2024,North America,Canada,Alberta,Protests,Peaceful protest,7,0,6576,Demonstrations,485,54.498,-115.0035
17-February-2024,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4889,Demonstrations,485,54.498,-115.0035
24-February-2024,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4889,Demonstrations,485,54.498,-115.0035
02-March-2024,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2705,Demonstrations,485,54.498,-115.0035
09-March-2024,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4289,Demonstrations,485,54.498,-115.0035
16-March-2024,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4430,Demonstrations,485,54.498,-115.0035
23-March-2024,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2246,Demonstrations,485,54.498,-115.0035
30-March-2024,North America,Canada,Alberta,Protests,Peaceful protest,8,0,8625,Demonstrations,485,54.498,-115.0035
06-April-2024,North America,Canada,Alberta,Protests,Peaceful protest,5,0,9680,Demonstrations,485,54.498,-115.0035
13-April-2024,North America,Canada,Alberta,Protests,Peaceful protest,3,0,11975,Demonstrations,485,54.498,-115.0035
20-April-2024,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4889,Demonstrations,485,54.498,-115.0035
27-April-2024,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4889,Demonstrations,485,54.498,-115.0035
04-May-2024,North America,Canada,Alberta,Protests,Peaceful protest,12,0,5501,Demonstrations,485,54.498,-115.0035
11-May-2024,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2705,Demonstrations,485,54.498,-115.0035
18-May-2024,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2705,Demonstrations,485,54.498,-115.0035
25-May-2024,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4889,Demonstrations,485,54.498,-115.0035
01-June-2024,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4208,Demonstrations,485,54.498,-115.0035
08-June-2024,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4208,Demonstrations,485,54.498,-115.0035
15-June-2024,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2705,Demonstrations,485,54.498,-115.0035
22-June-2024,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4083,Demonstrations,485,54.498,-115.0035
29-June-2024,North America,Canada,Alberta,Protests,Peaceful protest,4,0,7332,Demonstrations,485,54.498,-115.0035
06-July-2024,North America,Canada,Alberta,Protests,Peaceful protest,5,0,6806,Demonstrations,485,54.498,-115.0035
13-July-2024,North America,Canada,Alberta,Protests,Peaceful protest,7,0,17378,Demonstrations,485,54.498,-115.0035
20-July-2024,North America,Canada,Alberta,Protests,Peaceful protest,9,0,20088,Demonstrations,485,54.498,-115.0035
27-July-2024,North America,Canada,Alberta,Protests,Peaceful protest,7,0,7954,Demonstrations,485,54.498,-115.0035
03-August-2024,North America,Canada,Alberta,Protests,Peaceful protest,2,0,3927,Demonstrations,485,54.498,-115.0035
10-August-2024,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2749,Demonstrations,485,54.498,-115.0035
17-August-2024,North America,Canada,Alberta,Protests,Peaceful protest,7,0,9378,Demonstrations,485,54.498,-115.0035
24-August-2024,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4889,Demonstrations,485,54.498,-115.0035
31-August-2024,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4889,Demonstrations,485,54.498,-115.0035
07-September-2024,North America,Canada,Alberta,Protests,Peaceful protest,5,0,11917,Demonstrations,485,54.498,-115.0035
14-September-2024,North America,Canada,Alberta,Protests,Peaceful protest,4,0,6288,Demonstrations,485,54.498,-115.0035
21-September-2024,North America,Canada,Alberta,Protests,Peaceful protest,6,0,6288,Demonstrations,485,54.498,-115.0035
28-September-2024,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4889,Demonstrations,485,54.498,-115.0035
05-October-2024,North America,Canada,Alberta,Protests,Peaceful protest,6,0,4889,Demonstrations,485,54.498,-115.0035
12-October-2024,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2184,Demonstrations,485,54.498,-115.0035
19-October-2024,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4889,Demonstrations,485,54.498,-115.0035
26-October-2024,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4889,Demonstrations,485,54.498,-115.0035
02-November-2024,North America,Canada,Alberta,Protests,Peaceful protest,4,0,6820,Demonstrations,485,54.498,-115.0035
09-November-2024,North America,Canada,Alberta,Protests,Peaceful protest,13,0,23752,Demonstrations,485,54.498,-115.0035
16-November-2024,North America,Canada,Alberta,Protests,Peaceful protest,5,0,8448,Demonstrations,485,54.498,-115.0035
23-November-2024,North America,Canada,Alberta,Protests,Peaceful protest,5,0,7975,Demonstrations,485,54.498,-115.0035
30-November-2024,North America,Canada,Alberta,Protests,Peaceful protest,4,0,5899,Demonstrations,485,54.498,-115.0035
07-December-2024,North America,Canada,Alberta,Protests,Peaceful protest,7,0,5900,Demonstrations,485,54.498,-115.0035
14-December-2024,North America,Canada,Alberta,Protests,Peaceful protest,3,0,9680,Demonstrations,485,54.498,-115.0035
28-December-2024,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4889,Demonstrations,485,54.498,-115.0035
04-January-2025,North America,Canada,Alberta,Protests,Peaceful protest,1,0,1412,Demonstrations,485,54.498,-115.0035
11-January-2025,North America,Canada,Alberta,Protests,Peaceful protest,7,0,7056,Demonstrations,485,54.498,-115.0035
18-January-2025,North America,Canada,Alberta,Protests,Peaceful protest,5,0,7366,Demonstrations,485,54.498,-115.0035
25-January-2025,North America,Canada,Alberta,Protests,Peaceful protest,7,0,14072,Demonstrations,485,54.498,-115.0035
01-February-2025,North America,Canada,Alberta,Protests,Peaceful protest,14,0,12219,Demonstrations,485,54.498,-115.0035
08-February-2025,North America,Canada,Alberta,Protests,Peaceful protest,8,0,12805,Demonstrations,485,54.498,-115.0035
15-February-2025,North America,Canada,Alberta,Protests,Peaceful protest,5,0,8400,Demonstrations,485,54.498,-115.0035
22-February-2025,North America,Canada,Alberta,Protests,Peaceful protest,11,0,19589,Demonstrations,485,54.498,-115.0035
01-March-2025,North America,Canada,Alberta,Protests,Peaceful protest,9,0,11050,Demonstrations,485,54.498,-115.0035
15-March-2025,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4941,Demonstrations,485,54.498,-115.0035
22-March-2025,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2207,Demonstrations,485,54.498,-115.0035
29-March-2025,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2207,Demonstrations,485,54.498,-115.0035
03-May-2025,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4941,Demonstrations,485,54.498,-115.0035
10-May-2025,North America,Canada,Alberta,Protests,Peaceful protest,5,0,8913,Demonstrations,485,54.498,-115.0035
17-May-2025,North America,Canada,Alberta,Protests,Peaceful protest,1,0,1,Demonstrations,485,54.498,-115.0035
07-June-2025,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2207,Demonstrations,485,54.498,-115.0035
14-June-2025,North America,Canada,Alberta,Protests,Peaceful protest,5,0,5128,Demonstrations,485,54.498,-115.0035
21-June-2025,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2207,Demonstrations,485,54.498,-115.0035
28-June-2025,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2734,Demonstrations,485,54.498,-115.0035
05-July-2025,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2207,Demonstrations,485,54.498,-115.0035
19-July-2025,North America,Canada,Alberta,Protests,Peaceful protest,2,0,5002,Demonstrations,485,54.498,-115.0035
26-July-2025,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2207,Demonstrations,485,54.498,-115.0035
